TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Polygon,137978,137978,1,Shorn Cliff And Caswell Woods,Shorn Cliff And Caswell Woods,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.6869,0.685880061668,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138813,138813,1,Common Hill,Common Hill,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.1291,0.128878693164,Not Applicable,0,Designated,1989,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138716,138716,1,Stretton-On-Fosse Pit,Stretton-On-Fosse Pit,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.0059,0.00585225488385,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138693,138693,1,Cage Brook Valley,Cage Brook Valley,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.0503,0.0501724615325,Not Applicable,0,Designated,1985,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,136812,136812,1,Green Lane Pit,Green Lane Pit,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.011,0.0109721114051,Not Applicable,0,Designated,1988,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138817,138817,1,Derrington Meadow,Derrington Meadow,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.0325,0.0324452734631,Not Applicable,0,Designated,1987,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,139619,139619,1,Pandora Reservoirs,Pandora Reservoirs,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.0688,0.068636207388,Not Applicable,0,Designated,1960,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138918,138918,1,Devil'S Spittleful,Devil'S Spittleful,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.9935,0.991802230882,Not Applicable,0,Designated,1987,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,137115,137115,1,Blandford Camp,Blandford Camp,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.2871,0.28668654162,Not Applicable,0,Designated,1994,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,137171,137171,1,Lower Whipcott,Lower Whipcott,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.0646,0.0644852503016,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,136696,136696,1,Ventongimps Moor,Ventongimps Moor,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.0819,0.0817799936671,Not Applicable,0,Designated,1984,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,137737,137737,1,Exe Estuary,Exe Estuary,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,1,0,14.4789635735,21.9117,21.8831626898,Not Reported,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,137774,137774,1,Halsdon,Halsdon,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.5548,0.554025969284,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,137093,137093,1,Braunton Swanpool,Braunton Swanpool,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.118,0.117785344459,Not Applicable,0,Designated,1988,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,139288,139288,1,"Cwm Mill Section, Mardy","Cwm Mill Section, Mardy",Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.0062,0.00620218337393,Not Applicable,0,Designated,1993,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138279,138279,1,"Berrington Pool, Herefordshire","Berrington Pool, Herefordshire",Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.0715,0.0713572020845,Not Applicable,0,Designated,1983,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,137530,137530,1,Morecambe Bay,Morecambe Bay,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,1,0,230.972383887,260.6035,260.052564695,Not Reported,0,Designated,1990,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138304,138304,1,"Spring Head, Axmouth","Spring Head, Axmouth",Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.1308,0.130616064138,Not Applicable,0,Designated,1985,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,137295,137295,1,Brampton Bryan Park,Brampton Bryan Park,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,1.651,1.64825391926,Not Applicable,0,Designated,1989,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,139022,139022,1,Cae Llwyn,Cae Llwyn,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.0344,0.0343770032909,Not Applicable,0,Designated,1990,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138116,138116,1,Cullimore'S Quarry,Cullimore'S Quarry,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.0083,0.00828517209355,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138423,138423,1,Stourvale Marsh,Stourvale Marsh,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.0928,0.0926794264377,Not Applicable,0,Designated,1984,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138677,138677,1,Bushy Hazels & Cwmma Moors,Bushy Hazels & Cwmma Moors,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.3031,0.302593624903,Not Applicable,0,Designated,1983,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138679,138679,1,Byton & Combe Moors,Byton & Combe Moors,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.1824,0.182093485115,Not Applicable,0,Designated,1985,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,137882,137882,1,Abbotsbury Blind Lane,Abbotsbury Blind Lane,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.002,0.00194824796271,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,137887,137887,1,Abbotsbury Castle,Abbotsbury Castle,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.3491,0.350528012886,Not Applicable,0,Designated,1984,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138363,138363,1,Spring Cove Cliffs,Spring Cove Cliffs,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,2,0,0.0199530954226,0.02,0.0199530954232,Not Reported,0,Designated,1991,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,136997,136997,1,Winfrith Heath,Winfrith Heath,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,2.8908,2.88703697893,Not Applicable,0,Designated,1996,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138554,138554,1,Upton Coombe,Upton Coombe,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.08,0.0798914164596,Not Applicable,0,Designated,1989,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138808,138808,1,Goathill Quarry,Goathill Quarry,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.0026,0.00260821615522,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138825,138825,1,Purbeck Ridge (West),Purbeck Ridge (West),Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,1.4476,1.44576325479,Not Applicable,0,Designated,1996,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138577,138577,1,Long Lye,Long Lye,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.1126,0.112438924254,Not Applicable,0,Designated,1988,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,137907,137907,1,Babylon Hill,Babylon Hill,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.0184,0.0183758821799,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138415,138415,1,Cligga Head,Cligga Head,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,1,0,0.216737805045,1.0754,1.0740458554,Not Reported,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138442,138442,1,Trevose Head And Constantine Bay,Trevose Head And Constantine Bay,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,1,0,0.236287314187,1.5556,1.55361871838,Not Reported,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,137516,137516,1,Leckhampton Hill And Charlton Kings Common,Leckhampton Hill And Charlton Kings Common,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.6376,0.636543941265,Not Applicable,0,Designated,1991,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138495,138495,1,Draynes Wood,Draynes Wood,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.3882,0.387659875694,Not Applicable,0,Designated,1985,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138840,138840,1,Halfway House Quarry,Halfway House Quarry,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.0087,0.00868021926732,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138873,138873,1,Handcocks Bottom,Handcocks Bottom,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.5445,0.543765624742,Not Applicable,0,Designated,1988,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,139029,139029,1,Cae'R Meirch,Cae'R Meirch,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.8566,0.855106860863,Not Applicable,0,Designated,1994,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,139030,139030,1,Caeau Afon Gwili,Caeau Afon Gwili,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.1795,0.17920986416,Not Applicable,0,Designated,1993,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,136960,136960,1,The Malvern Hills,The Malvern Hills,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,7.4678,7.4556580174,Not Applicable,0,Designated,1990,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138075,138075,1,Bryanston,Bryanston,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.0028,0.00284558298545,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,137942,137942,1,Batcombe Down,Batcombe Down,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.1849,0.184668848078,Not Applicable,0,Designated,1985,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,137973,137973,1,Bere Stream,Bere Stream,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.1092,0.109075359735,Not Applicable,0,Designated,1984,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138129,138129,1,Chalbury Hill And Quarry,Chalbury Hill And Quarry,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.1199,0.119701333573,Not Applicable,0,Designated,1984,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,139028,139028,1,Cae'R Felin,Cae'R Felin,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.0286,0.0285390941542,Not Applicable,0,Designated,1978,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138000,138000,1,Blackdown (Hardy Monument),Blackdown (Hardy Monument),Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.2186,0.218273226195,Not Applicable,0,Designated,1985,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138148,138148,1,Lyscombe And Highdon,Lyscombe And Highdon,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.8297,0.828580156158,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138166,138166,1,Christchurch Harbour,Christchurch Harbour,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,1,0,1.30400580681,3.524,3.51933826971,Not Reported,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138172,138172,1,Town Common,Town Common,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,2.5623,2.56703813271,Not Applicable,0,Designated,1994,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138011,138011,1,Blashenwell Farm Pit,Blashenwell Farm Pit,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.1136,0.113466026707,Not Applicable,0,Designated,1988,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138709,138709,1,Crookhill Brick Pit,Crookhill Brick Pit,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.0467,0.0466063853227,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138725,138725,1,Eggardon Hill & Luccas Farm,Eggardon Hill & Luccas Farm,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,1.4446,1.44267510378,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138565,138565,1,Roebuck Meadows,Roebuck Meadows,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.0355,0.0354316227925,Not Applicable,0,Designated,1988,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138667,138667,1,Corfe Common,Corfe Common,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.9105,0.909287358506,Not Applicable,0,Designated,1984,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,137060,137060,1,Bridgwater Bay,Bridgwater Bay,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,1,0,51.533840211,62.4127,62.3229046762,Not Reported,0,Designated,1989,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138694,138694,1,Cranborne Common,Cranborne Common,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,1.334,1.33901720662,Not Applicable,0,Designated,1985,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,136751,136751,1,Dozmary Pool,Dozmary Pool,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,1.0451,1.04380302243,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,136770,136770,1,East Dartmoor,East Dartmoor,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,21.1203,21.0928896391,Not Applicable,0,Designated,1987,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,136873,136873,1,Studland Cliffs,Studland Cliffs,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,1,0,0.0924377898967,0.2113,0.210999382096,Not Reported,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,136735,136735,1,Purn Hill,Purn Hill,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.0616,0.0615162596977,Not Applicable,0,Designated,1990,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,136725,136725,1,Babcary Meadows,Babcary Meadows,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.1451,0.144882449445,Not Applicable,0,Designated,1988,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,136855,136855,1,Brinkmarsh Quarry,Brinkmarsh Quarry,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.0042,0.00423374601365,Not Applicable,0,Designated,1984,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,136906,136906,1,Thrasher'S Heath,Thrasher'S Heath,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.1508,0.150553467051,Not Applicable,0,Designated,1984,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138505,138505,1,Upware South Pit,Upware South Pit,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.011,0.0109323017055,Not Applicable,0,Designated,1989,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,136694,136694,1,Troy Wood,Troy Wood,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.9114,0.909732149164,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,137924,137924,1,Warmwell Heath,Warmwell Heath,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.5562,0.555462024881,Not Applicable,0,Designated,1987,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,137938,137938,1,Wootton Fitzpaine,Wootton Fitzpaine,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.0963,0.0961779760587,Not Applicable,0,Designated,1987,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138040,138040,1,Brown'S Folly,Brown'S Folly,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.4141,0.413461703826,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,138508,138508,1,Eglarooze Cliff,Eglarooze Cliff,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.3422,0.341802530615,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,136914,136914,1,Townsend,Townsend,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.1398,0.139667042513,Not Applicable,0,Designated,1986,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,136923,136923,1,Trill Quarry,Trill Quarry,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.014,0.0140282996874,Not Applicable,0,Designated,1989,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,136947,136947,1,Upton Heath,Upton Heath,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,2.1905,2.19815178539,Not Applicable,0,Designated,1990,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
Polygon,136958,136958,1,Valley Of Stones,Valley Of Stones,Site Of Special Scientific Interest (Uk),Site Of Special Scientific Interest (Gb),National,IV,Not Applicable,0,0,0,0.8045,0.803459815317,Not Applicable,0,Designated,1996,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1839,Not Reported,GBR,GBR,Not Applicable,Not Applicable
